"nurseryid"	"(1S)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene"	"(6Z)-Nonen-1-ol"	"(Z)-4-Decen-1-ol"	"(Z),(Z)-2,4-Hexadiene"	"1-Butanethiol"	"1-Butanol"	"1-Butanol, 2-methyl-"	"1-Butanol, 2-methyl-, (S)-"	"1-Butanol, 2-methyl-, acetate"	"1-Butanol, 2-methyl-, propanoate"	"1-Butanol, 3-methyl-"	"1-Decanol"	"1-Decene"	"1-Dodecanol"	"1-Dodecene"	"1-Heptanol"	"1-Hexanol"	"1-Hexanol, 2-ethyl-"	"1-Nonanol"	"1-Octanol"	"1-Octen-3-ol"	"1-Octen-3-one"	"1-Pentanol"	"1-Penten-3-one"	"1-Penten-3-one, 2-methyl-"	"1-Propanol"	"1-Propanol, 2-methyl-"	"1-Propanol, 3-(methylthio)-"	"1-Propanone, 1-cyclopropyl-"	"1-Undecanol"	"1,2,3-Propanetriol, 1-nitrate"	"1,3-Dioxane, 2,4-dimethyl-"	"1,3-Dioxolane, 2,4,5-trimethyl-"	"1,3-Octanediol"	"1,3-Pentadiene"	"1,3-Pentadiene, 2-methyl-, (E)-"	"1,3,5-Cycloheptatriene"	"1,3,6-Octatriene, 3,7-dimethyl-, (Z)-"	"1,3,6,10-Dodecatetraene, 3,7,11-trimethyl-, (Z,E)-"	"1,4-Butanediol"	"2-Butanol, (R)-"	"2-Butanone"	"2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-"	"2-Butenal"	"2-Butenal, (E)-"	"2-Butenal, (Z)-"	"2-Butenal, 2-methyl-"	"2-Butenoic acid, butyl ester"	"2-Butenoic acid, ethyl ester, (E)-"	"2-Butenoic acid, ethyl ester, (Z)-"	"2-Decen-1-ol"	"2-Decenal, (E)-"	"2-Decenal, (Z)-"	"2-Dodecanone"	"2-Fluoropropene"	"2-Furanmethanol"	"2-Heptanol, (S)-"	"2-Heptanone"	"2-Heptenal, (E)-"	"2-Heptenal, (Z)-"	"2-Hexanol, 5-methyl-"	"2-Hexanone, 5-methyl-"	"2-Hexen-1-ol, (E)-"	"2-Hexenal"	"2-Hexenal, (E)-"	"2-Nonenal, (E)-"	"2-Octenal, (E)-"	"2-Oxazolidinone, 3-amino-5-(4-morpholinylmethyl)-"	"2-Pentanol, propanoate"	"2-Pentanone, 3-methyl-"	"2-Pentenal, (E)-"	"2-Propanone, 1-hydroxy-"	"2-Propenal"	"2-Propyl-1-pentanol"	"2-Undecanone"	"2,2-Dimethyl-3-morpholin-4-ylpropan-1-amine"	"2,2,7,7-Tetramethyloctane"	"2,3-Butanediol"	"2,3-Butanediol, [R-(R*,R*)]-"	"2,3-Butanediol, [S-(R*,R*)]-"	"2,3-Butanedione"	"2,3-Octanedione"	"2,4-Heptadienal, (E,E)-"	"2,4-Hexadienal, (E,E)-"	"2,4-Hexadienoic acid, ethyl ester"	"2(5H)-Furanone"	"3-(Methylthio)propyl acetate"	"3-Heptanone, 5-methyl-"	"3-Hexanone"	"3-Hexanone, 2-methyl-"	"3-Hexen-1-ol"	"3-Hexen-1-ol, acetate, (E)-"	"3-Hexen-1-ol, acetate, (Z)-"	"3-Hexenal"	"3-Methyl-3-buten-1-ol, acetate"	"3-Methylheptyl acetate"	"3-Octanol"	"3-Octanone"	"3-Pentanol"	"4-Cyclopentene-1,3-dione"	"4-Decenoic acid, ethyl ester, (Z)-"	"4-Heptanone"	"4-Heptanone, 2,6-dimethyl-"	"4-Hexen-1-ol, acetate"	"4-Hexen-3-one"	"4-Oxohex-2-enal"	"4H-Pyran-4-one, 2,3-dihydro-3,5-dihydroxy-6-methyl-"	"5-Hepten-2-ol, 6-methyl-"	"5-Hepten-2-one, 6-methyl-"	"5-Hexen-1-ol"	"5-Hexene-1-ol, acetate"	"5-Hydroxymethylfurfural"	"5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-"	"5,9-Undecadien-2-one, 6,10-dimethyl-, (Z)-"	"8-Dodecen-1-ol, (Z)-"	"à-Farnesene"	"à-Pinene"	"Acetaldehyde"	"Acetaldehyde, hydroxy-"	"Acetic acid"	"Acetic acid ethenyl ester"	"Acetic acid, 2-(methylaminoethyl) ester"	"Acetic acid, 2-phenylethyl ester"	"Acetic acid, butyl ester"	"Acetic acid, heptyl ester"	"Acetic acid, hexyl ester"	"Acetic acid, methyl ester"	"Acetic acid, octyl ester"	"Acetic acid, pentyl ester"	"Acetic acid, phenylmethyl ester"	"Acetic anhydride"	"Acetoin"	"Acetone"	"Acetonitrile"	"Ammonium acetate"	"Anethole"	"Anisole"	"Azulene"	"Benzaldehyde"	"Benzene"	"Benzene, (methoxymethyl)-"	"Benzene, 1-methoxy-3-methyl-"	"Benzene, 1-methoxy-4-methyl-"	"Benzene, 1-propynyl-"	"Benzene, 1,3-diethenyl-"	"Benzene, 1,3-dimethyl-"	"Benzene, propyl-"	"Benzoic acid, hexyl ester"	"Benzophenone"	"Benzothiazole"	"Benzyl nitrile"	"Bicyclo[4.2.0]octa-1,3,5-triene"	"Butanal"	"Butanal, 2-methyl-"	"Butanal, 3-methyl-"	"Butane, 1-methoxy-2-methyl-"	"Butanoic acid, 2-methyl-"	"Butanoic acid, 2-methyl-, 2-methylbutyl ester"	"Butanoic acid, 2-methyl-, 2-methylpropyl ester"	"Butanoic acid, 2-methyl-, ethyl ester"	"Butanoic acid, 2-methyl-, hexyl ester"	"Butanoic acid, 2-methyl-, methyl ester"	"Butanoic acid, 2-methyl-, pentyl ester"	"Butanoic acid, 2-methyl-, propyl ester"	"Butanoic acid, 2-methylbutyl ester"	"Butanoic acid, 2-methylpropyl ester"	"Butanoic acid, 3-hydroxy-, ethyl ester"	"Butanoic acid, 5-hexenyl ester"	"Butanoic acid, butyl ester"	"Butanoic acid, ethyl ester"	"Butanoic acid, hexyl ester"	"Butanoic acid, methyl ester"	"Butanoic acid, pentyl ester"	"Butanoic acid, propyl ester"	"Butyl 2-methylbutanoate"	"Butyl benzoate"	"Butyrolactone"	"C2H5CH=CHCH=CH2"	"Carbon disulfide"	"Carbonic acid, butyl ethyl ester"	"CH3C(O)CH2CH2OH"	"CH3C(O)O(CH2)3CH=CH2"	"cis-4-Decenal"	"Cyclododecane"	"Cyclohexene, 1-methyl-4-(1-methylethenyl)-, (S)-"	"Cyclopropane, nonyl-"	"Cyclopropane, octyl-"	"Decanal"	"Decane"	"Decanoic acid, ethyl ester"	"Diethyl carbonate"	"Dimethyl ether"	"Dimethyl trisulfide"	"Dinocap"	"Disulfide, dimethyl"	"Estragole"	"Ethanol"	"Ethanol, 2-(2-ethoxyethoxy)-"	"Ethyl Acetate"	"Ethyl tiglate"	"Ethylbenzene"	"Ethylene glycol, dinitrate"	"Ethyne, fluoro-"	"Formic acid"	"Formic acid, dodecyl ester"	"Formic acid, heptyl ester"	"Formic acid, octyl ester"	"Furan"	"Furan, 2-ethyl-"	"Furan, 2-methyl-"	"Furan, 2-pentyl-"	"Furan, 2,3-dihydro-"	"Furan, tetrahydro-2-methyl-"	"Furan, tetrahydro-2,2,5,5-tetramethyl-"	"Furfural"	"Heptanal"	"Heptane, 1-chloro-"	"Heptane, 2,2-dimethyl-"	"Heptane, 2,2,4,6,6-pentamethyl-"	"Heptane, 2,4-dimethyl-"	"Heptanoic acid, ethyl ester"	"Hex-5-enoic acid, ethyl ester"	"Hexamethylene diacrylate"	"Hexanal"	"Hexanal, 2-ethyl-"	"Hexane, 1-chloro-"	"Hexane, 1-methoxy-"	"Hexane, 2,2,3-trimethyl-"	"Hexane, 2,3,4-trimethyl-"	"Hexanoic acid"	"Hexanoic acid, 2-ethyl-"	"Hexanoic acid, 2-methylbutyl ester"	"Hexanoic acid, 3-hydroxy-, ethyl ester"	"Hexanoic acid, butyl ester"	"Hexanoic acid, ethyl ester"	"Hexanoic acid, hexyl ester"	"Hexanoic acid, methyl ester"	"Hexanoic acid, propyl ester"	"Hexyl tiglate"	"Hydrogen azide"	"Hydrogen isocyanate"	"Hydroxymethyl 2-hydroxy-2-methylpropionate"	"Indane"	"Isobutyl acetate"	"Isopropyl acetate"	"Isopropyl Alcohol"	"Isopropyl butyrate"	"Methacrolein"	"Methane, isocyanato-"	"Methyl formate"	"Methyl glyoxal"	"Methyl isobutyrate"	"Methyl propionate"	"Methyl vinyl ketone"	"Methylene chloride"	"Methyltartronic acid"	"n-Decanoic acid"	"n-Hexane"	"N-Morpholinomethyl-isopropyl-sulfide"	"n-Propyl acetate"	"n-Tridecan-1-ol"	"Nitric acid, ethyl ester"	"Nitrous oxide"	"Nonanal"	"Nonane"	"Nonane, 3-methyl-"	"o-Xylene"	"Octanal"	"Octane"	"Octane, 1-chloro-"	"Octane, 2,2,6-trimethyl-"	"Octanoic acid"	"Octanoic acid, 3-methylbutyl ester"	"Octanoic acid, ethyl ester"	"Octanoic acid, hexyl ester"	"Pentanal"	"Pentane, 1-chloro-"	"Pentanoic acid, ethyl ester"	"Phenol"	"Phenylethyl Alcohol"	"Propanal"	"Propanoic acid, 2-methyl-, anhydride"	"Propanoic acid, 2-methyl-, butyl ester"	"Propanoic acid, 2-methyl-, ethyl ester"	"Propanoic acid, 2-methyl-, hexyl ester"	"Propanoic acid, 2-methyl-, pentyl ester"	"Propanoic acid, 2-methylpropyl ester"	"Propanoic acid, anhydride"	"Propanoic acid, butyl ester"	"Propanoic acid, ethyl ester"	"Propanoic acid, hexyl ester"	"Propanoic acid, pentyl ester"	"Propanoic acid, propyl ester"	"Propyl mercaptan"	"Silanol, trimethyl-"	"Spiro[2,4]hepta-4,6-diene"	"Styrene"	"Tetrachloroethylene"	"Tetradecane"	"Tetrahydrofuran"	"Thiazole, 5-ethenyl-4-methyl-"	"Thiophene, 2-ethyl-"	"Toluene"	"trans-1,4-Hexadiene"	"trans-2-Nonenal"	"Trichloromethane"	"Trimethylene oxide"	"Undecanal"	"Undecane"
3086	33899	0	0	0	24418	8515892	10553959	0	35679957	0	0	0	0	0	0	0	12885595	524997	0	0	0	0	338765	0	0	0	16853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5944641	0	0	0	0	0	0	0	0	87433	0	0	0	0	0	0	0	0	0	0	729556.5	0	0	0	0	0	0	0	0	0	10592620	0	0	0	0	0	0	0	0	0	0	0	0	0	83893	117990	0	0	0	0	0	0	2003332	0	0	0	0	0	0	0	45327929	0	6918181	0	0	1177415	0	0	0	75034	0	0	0	0	0	0	28188	0	0	0	0	0	0	0	0	0	0	0	0	0	83737	0	0	0	0	0	0	2385801	0	0	0	0	0	0	0	5102203	0	1897541	0	0	0	1510782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71191	0	0	0	0	0	0	0	0	0	0	0	600122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8563836	0	0	0	0	0	0	0	0	0	0	0	68118	0	0	0	0	0	0	0	2871621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1253454	0	0	0	0	0	0	0	0	0	0	46732	0	0	0	0	565042	0	0	0	0	0	0	413022	0	0	55520	0	0	1363724	0	60975	0	243289	132332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3261	42708	0	0	0	0	3751577	0	720341	20297151	0	0	0	0	0	0	60819	9143839	459709	0	145177	0	0	173032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15522842	255582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138225	0	0	0	0	0	0	0	0	0	2683637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391840	0	0	0	0	0	0	0	0	0	0	0	0	78168729	0	68990158	0	0	6621036	0	0	0	33096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337074	379662	0	0	0	0	0	0	0	750339	22992194	743973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156604	0	0	0	0	0	0	0	8383267	0	0	0	0	0	0	0	0	0	0	2293471	0	0	0	0	0	0	0	0	1898881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726798	0	0	0	145477	0	0	0	0	0	0	0	0	0	0	0	270243	0	0	0	0	0	0	0	0	0	0	0	0	447862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3290	33311	0	0	0	0	2516373	0	166150	14373845	0	0	0	0	0	0	0	4888798	73681	0	0	0	0	82681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4747938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452535	0	0	0	0	0	0	0	0	543251	10382969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734308	0	0	0	0	132954	0	0	0	0	0	0	0	135970710	0	143915419	0	0	11034807	0	0	0	31632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911957	241907	574516	293546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50008	0	0	0	0	0	0	0	0	0	0	0	0	219493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6969098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2198154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1156229	0	9006.5	0	0	0	0	0	0	0	0	0	0	0	0	0	294305	0	0	5911.6	0	0	0	0	0	0	0	0	0	324615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4259	18346	0	0	0	0	8269757	0	1624189	77974	0	0	0	0	0	0	0	12311532	350248	0	0	0	0	474801	0	0	0	136776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41704	0	0	0	0	0	1834331	0	53074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139761	0	0	0	0	0	0	0	0	0	2860729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256470	0	127495	0	0	0	0	0	0	36941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159127	2634447	94551	147470	0	146382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4107.1	0	0	152067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141894	0	0	11358	0	0	0	0	2911030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25075	0	0	0	0	0	0
4325	30382	0	0	0	0	1183385	0	736101	8743952	0	0	0	0	0	0	0	858854	55570	0	0	0	30024	99075	0	0	0	76114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2580531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293339.5	0	0	0	0	0	0	0	0	0	9549865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15251810	0	2924903	0	0	1422112	0	0	0	17128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4838399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342951	0	0	0	0	0	0	0	0	0	0	9415.5	0	0	0	0	183062	0	0	0	0	0	0	0	0	0	0	57921	0	0	0	0	0	76057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5109	15266	0	0	0	0	91910	0	983020	9908319	0	0	0	0	0	0	0	466657	38861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10503751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462328	0	0	0	0	0	0	0	0	0	7975578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2527096	0	1722453	0	0	334593	0	0	0	12452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596770	0	0	0	0	0	0	28835	0	0	0	0	0	0	0	1845504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463171	0	16459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5148	17257	0	0	0	0	702060	6161123	0	63389	0	0	0	0	0	0	0	2339926	199734	0	0	0	0	110096	0	0	0	22439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7524888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202083	0	0	0	0	0	0	0	0	0	4180127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172623	0	69601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2926771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64961	0	0	0	0	0	0	0	192410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1252	0	72923	8466865	0	0	14880519	23742062	0	2891268	0	0	1276030	0	0	0	1158471	52995380	379077	0	9428137	0	0	1107838	31119	0	646888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14449	0	76560	0	0	0	0	21839480	0	0	86691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321892.5	0	0	0	0	0	0	0	0	0	0	0	46028	0	0	0	0	0	0	0	0	0	0	0	189318	370916	0	0	0	0	0	102678	2928450	0	0	0	0	0	0	0	562408	0	170431	0	0	0	0	0	0	92176	0	0	0	0	0	32799	0	0	0	0	0	0	0	0	0	0	0	0	0	214202	0	0	8877.5	0	0	0	1298173	5692653	0	0	2956329	37950	0	0	0	1136523	3972206	2944704	372908	0	5707824	771895	0	0	0	0	0	0	0	18038	0	0	0	0	26954	0	0	0	0	0	0	0	61204	67264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468399	0	0	0	0	0	0	27066	114966664	0	0	0	0	0	15493	0	0	0	700681	0	1727083	0	1611890	27815	0	0	0	0	0	0	34288	0	0	0	0	0	0	0	0	46683	0	0	0	0	42235	0	0	0	0	0	0	0	196205	0	0	0	0	0	0	240690	610323	195631	0	0	0	0	0	0	0	25585	0	0	0	0	0	50182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1058	0	0	54834	0	0	14182134	0	13597606	0	0	0	0	0	0	0	289625	33136201	230820	0	1033530	0	0	505475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37152	0	0	0	0	206211	0	0	0	0	28116450	0	0	52745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071602	0	0	0	0	0	0	0	0	0	19742102.5	0	0	0	0	0	0	0	0	0	0	0	0	0	56186	149403	0	0	0	0	0	0	6757087	0	0	0	0	0	0	0	403418	0	154098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1334567	0	0	0	0	0	0	1124008	3485465	354074	0	1417328	218693	813646	0	0	15076806	12572737	5577145	2874227	0	6489919	1479975	0	44787	0	0	0	0	0	0	0	0	0	0	37488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263549	0	0	0	0	0	0	0	23298371	0	0	14581	0	0	0	0	0	0	1251487	0	760630	173044	278243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85107	0	0	0	0	0	0	0	203391	306032	0	0	0	220920	0	0	0	0	0	0	0	0	47596	0	0	0	0	0	0	0	0	0	0	0	572714	0	16215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1140	0	0	40686	0	0	4497639	0	1153065	38551009	0	0	0	0	0	0	112284	5704476	302306	0	480494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68390	0	0	0	0	7027315	0	0	41654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494765	0	0	0	0	0	0	0	0	0	15459266	0	22219	0	0	0	0	0	0	0	0	0	13777	0	71844	185747	0	0	0	0	0	0	1063317	0	0	0	0	0	0	0	108168294	220338	91533634	0	0	4154458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286056	0	0	254981	0	0	0	0	2070466	186015	705914	0	0	0	209833	0	34125	0	0	0	0	0	0	0	0	0	0	47970	0	0	0	0	0	0	0	79254	0	0	0	0	0	0	0	0	0	0	0	0	296298	0	0	0	0	0	0	191424	0	0	0	0	0	0	21091	4915962	0	0	0	0	0	0	0	0	0	408801	0	237829	0	114733	0	0	0	0	0	1719718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1589612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606142	0	28079	0	86435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
